,Square_loss_sum,Corr,Precision,Mean,Std,Skew,Kurt
2017-12-20,0.00027198471616004133,0.022632565661458867,0.6082474226804123,-2.535301898421525e-05,0.004172342894499139,-0.5073717693551603,1.3396858019739688
2017-12-21,0.0002931399995553651,-0.05342488990057802,0.4329896907216495,-7.29630492892281e-05,0.00391407563715989,-0.06432508385850393,0.5458816064729275
2017-12-22,0.0004067686134527424,0.12440324124666256,0.6185567010309279,-5.8930488543064645e-05,0.004199208573717855,0.7543499242406059,2.2423114094660055
2017-12-25,0.0005656718590680042,-0.26349111403949316,0.422680412371134,8.434415038266223e-05,0.005849598273697913,0.14444896311817568,5.7877799230230345
2017-12-26,0.00025927268503842367,-0.025594657387835968,0.5463917525773195,0.0002714642382905318,0.004920237052404732,1.2869341227078732,5.169357835244149
2017-12-27,0.0005199388948654693,-0.031175558704688605,0.46875,-0.00012052517042027734,0.004451375095755972,-3.233168407531263,21.760412605441104
2017-12-28,0.0002773329582229361,0.01510830789227751,0.46875,-0.00046876125990429773,0.004435193817708698,-1.0132911679746355,5.322322521376444
2017-12-29,0.00015701997091003444,0.09929150258860538,0.5051546391752577,-0.000102763417517845,0.005252700275242879,-1.9504215317796139,13.766047752420217
2018-01-02,0.00019591505683875588,-0.2742539953431092,0.42857142857142855,-1.935873890909242e-05,0.003227691663326251,0.7507186197748017,2.7436009014132705
2018-01-03,0.00015637915053612559,-0.35187408324156366,0.4489795918367347,-0.00028071439027931185,0.004290121099143672,-0.8952468359829491,3.5710555922830456
2018-01-04,0.00015241943641446334,0.01077581873340944,0.48484848484848486,-0.0004274947823154206,0.0035571518401634043,-1.2987561112327388,5.681172207182984
2018-01-05,0.00035092084506016383,-0.21994019276057838,0.3979591836734694,-0.0003128150338338558,0.0034088067736776835,-0.5907145483913492,3.1425860360128994
2018-01-08,0.00031533538930617457,-0.057893659861321056,0.47959183673469385,-0.0004000701967556942,0.0039017403581082764,-0.12214411787594133,3.76057271626329
2018-01-09,0.0005459436613823339,-0.06900213952859485,0.4387755102040816,2.238006488444595e-05,0.003571792490634347,0.45932184713713387,2.1684998335705123
2018-01-10,0.00036380228685661603,-0.3004374873198022,0.35051546391752575,-0.0006941177120167103,0.006002149637302945,-4.513587705190347,31.228484039305695
2018-01-11,0.0004215243742084114,0.033499745792990976,0.5979381443298969,0.000194572488139026,0.0037110793468954103,-0.13953489035698213,1.446082902082551
2018-01-12,0.0004003305842543772,0.15804768181677054,0.4845360824742268,0.0005049567760719261,0.004065816694567312,-0.06572222213993488,2.165399002634843
2018-01-15,0.00034849915394527417,-0.12520739861877447,0.4536082474226804,0.0005396296281753154,0.005710684519596675,2.668914848530863,14.747011338182958
2018-01-16,0.0009944239223509121,-0.22364224785366704,0.5520833333333334,0.0005945331909317874,0.005014664046043106,4.455168886921094,33.12873440274852
2018-01-17,0.00017775133049952396,0.01301004967927979,0.4791666666666667,0.0005398238891372186,0.006940270807328361,1.006432880772446,9.908935217299069
2018-01-18,0.00036897742141475475,-0.07139907666181787,0.46875,0.00011539280668631824,0.003279617704436764,-0.17369854679035562,3.803636240832287
2018-01-19,0.0006409633120596184,-0.09914571239707275,0.4895833333333333,-0.00048447316222030145,0.002738923637409564,0.07455815220201943,0.02906004025716058
2018-01-22,0.00023736232742063362,0.318035728761452,0.5773195876288659,0.0006970119755676782,0.0053473185596578,2.8895961456662316,13.811351819504395
2018-01-23,0.0008691482385242112,0.21902151665478725,0.5876288659793815,7.51247801700683e-05,0.005298016479718343,2.94780263785635,17.005282694563416
2018-01-24,0.0007377235986928934,-0.3270521214234695,0.5154639175257731,0.001128333004396913,0.007423752357817454,0.8521524458847585,6.5668739001263035
2018-01-25,0.00026799041421947037,0.47787863367275624,0.6082474226804123,6.744983678248474e-05,0.006538592652172791,0.8772001048751857,12.64280242185863
2018-01-26,0.0003009790584414502,0.0927201447502593,0.5816326530612245,0.0011404645044934593,0.0076916504566971996,6.571984845395633,54.590569128299364
2018-01-29,0.0005631901418827446,-0.0453367873244638,0.5306122448979592,-0.00021520672571837533,0.0044186980004584245,-0.2400691788888808,5.318357748363049
2018-01-30,0.000893748365976679,-0.16141472821208608,0.5360824742268041,-0.0010941056867098933,0.005669967266058638,-1.7567971182548956,8.486587517891806
2018-01-31,0.0012358405457385563,-0.06777567900068687,0.47368421052631576,0.0006681035816240412,0.007232442725988885,1.6682791704388507,6.727167487104662
2018-02-01,0.0009478070423178452,-0.03657806428852787,0.45161290322580644,0.001121551703398,0.00797776181267499,-0.8322556494615487,4.703469779776874
2018-02-02,0.0004794213594520508,-0.07037275653201776,0.5869565217391305,0.00012036112810463528,0.008663166756178795,1.195059088814681,11.619002723173178
2018-02-05,0.0010621555182849596,0.02914919514181812,0.5934065934065934,-0.00024733474289405843,0.005949481557478167,-0.12381984860344995,4.589954888882925
2018-02-06,0.0007849176325236101,0.12113781291182102,0.5777777777777777,-0.0001364326080602133,0.0077915399985681155,-1.3306751187010941,6.37375011804188
2018-02-07,0.0007388529875770285,-0.1897560284287823,0.4,0.000319563257757101,0.0073618490545865,-0.15564920062839407,6.201796921598943
2018-02-08,0.0012033899698379498,-0.16314714631667243,0.45555555555555555,-0.0010843855768426559,0.009696301273045318,-2.5612169923239976,20.38537626805418
2018-02-09,0.0003377549574119928,0.35556603895035344,0.6,-0.000994533588212384,0.010002041937595667,4.616633252584269,34.40073704526439
2018-02-12,0.00046513645886197007,-0.18242102382315994,0.43333333333333335,0.00011794901218171301,0.005272678574473603,1.3621152099254887,4.17427475509639
